Vehicle,Velocity
0,0.0
1,0.2274796742696979
2,0.3334896003163752
3,0.0
4,0.0
5,0.4169494703469127
6,0.0
7,0.30041425385456977
8,0.2905629248908279
9,0.0
10,0.25715035041590245
11,0.20577569815208302
12,0.0
13,0.38252621641913254
14,0.0
15,0.0
