Vehicle, Moves, Counter, Time, Velocity, CVelocity
327,1, 2, 569949184.000000, 1.754542, 0.500000
328,1, 1, 118792192.000000, 8.418062, 1.000000
329,1, 1786916, 17665181952.000000, 0.056609, 0.000001
330,1, 672027, 5999721216.000000, 0.166674, 0.000001
331,1, 2, 507517184.000000, 1.970377, 0.500000
332,1, 178935, 3376352000.000000, 0.296178, 0.000006
333,1, 60699, 1974951168.000000, 0.506342, 0.000016
334,1, 1, 419619072.000000, 2.383114, 1.000000
335,1, 1, 508822784.000000, 1.965321, 1.000000
336,1, 1, 1239568896.000000, 0.806732, 1.000000
337,1, 3, 487507968.000000, 2.051249, 0.333333
338,1, 1, 419083008.000000, 2.386162, 1.000000
339,1, 146459, 2739784960.000000, 0.364992, 0.000007
340,1, 46008, 1893140992.000000, 0.528223, 0.000022
341,1, 1, 440482048.000000, 2.270240, 1.000000
342,1, 1, 602499072.000000, 1.659754, 1.000000
343,1, 812191, 9030976000.000000, 0.110730, 0.000001
344,1, 409653, 5276395008.000000, 0.189523, 0.000002
345,1, 254135, 4077020160.000000, 0.245277, 0.000004
346,1, 154423, 2797057024.000000, 0.357519, 0.000006
347,1, 410239, 5495191040.000000, 0.181977, 0.000002
348,1, 32487, 1354566144.000000, 0.738244, 0.000031
349,1, 324101, 5922374144.000000, 0.168851, 0.000003
350,1, 23, 1176819968.000000, 0.849748, 0.043478
351,1, 142285, 2557329920.000000, 0.391033, 0.000007
352,1, 165572, 3824980992.000000, 0.261439, 0.000006
353,1, 466237, 5136193024.000000, 0.194697, 0.000002
354,1, 2, 1033820160.000000, 0.967286, 0.500000
355,1, 790603, 9907901952.000000, 0.100930, 0.000001
356,1, 12, 1118040832.000000, 0.894422, 0.083333
357,1, 1, 1137030912.000000, 0.879484, 1.000000
358,1, 94807, 2005869056.000000, 0.498537, 0.000011
359,1, 81268, 1883752960.000000, 0.530855, 0.000012
360,1, 165573, 3099657984.000000, 0.322616, 0.000006
361,1, 63967, 1438704128.000000, 0.695070, 0.000016
362,1, 685733, 7898333952.000000, 0.126609, 0.000001
363,1, 301821, 4169021952.000000, 0.239864, 0.000003
364,1, 312139, 4533808128.000000, 0.220565, 0.000003
365,1, 1, 420646144.000000, 2.377295, 1.000000
366,1, 280307, 5097214976.000000, 0.196186, 0.000004
367,1, 94809, 1896461056.000000, 0.527298, 0.000011
368,1, 444317, 4371147008.000000, 0.228773, 0.000002
369,1, 24245, 655790848.000000, 1.524876, 0.000041
370,1, 409020, 4405556992.000000, 0.226986, 0.000002
371,1, 2, 705414912.000000, 1.417605, 0.500000
372,1, 776615, 10172376064.000000, 0.098305, 0.000001
373,1, 122633, 1488747008.000000, 0.671706, 0.000008
374,1, 312141, 4476081920.000000, 0.223410, 0.000003
375,1, 408225, 4083432960.000000, 0.244892, 0.000002
376,1, 248069, 4962024960.000000, 0.201531, 0.000004
377,1, 280309, 4912925952.000000, 0.203545, 0.000004
378,1, 401131, 4232473088.000000, 0.236268, 0.000002
379,1, 1, 528612864.000000, 1.891744, 1.000000
380,1, 94805, 1553719040.000000, 0.643617, 0.000011
381,1, 1, 380654080.000000, 2.627057, 1.000000
382,1, 2, 351404032.000000, 2.845727, 0.500000
383,1, 66747, 1206726144.000000, 0.828688, 0.000015
384,1, 1, 295364096.000000, 3.385652, 1.000000
385,1, 255701, 4309885184.000000, 0.232025, 0.000004
386,1, 114621, 2265918976.000000, 0.441322, 0.000009
387,1, 1, 273833984.000000, 3.651848, 1.000000
388,1, 239909, 4076413952.000000, 0.245314, 0.000004
389,1, 29889, 850964992.000000, 1.175136, 0.000033
390,1, 2, 107228160.000000, 9.325908, 0.500000
391,1, 2, 162961920.000000, 6.136403, 0.500000
392,1, 239907, 3965726976.000000, 0.252161, 0.000004
393,1, 388972, 3257152000.000000, 0.307017, 0.000003
394,1, 4, 311127040.000000, 3.214121, 0.250000
395,1, 1, 100350976.000000, 9.965025, 1.000000
396,1, 336371, 3153491968.000000, 0.317109, 0.000003
397,1, 1, 239988992.000000, 4.166858, 1.000000
398,1, 207279, 3795373056.000000, 0.263479, 0.000005
399,1, 142057, 2817396224.000000, 0.354938, 0.000007
400,1, 1, 183361024.000000, 5.453722, 1.000000
401,1, 2, 107035904.000000, 9.342659, 0.500000
402,1, 1, 586743040.000000, 1.704324, 1.000000
403,1, 151941, 2938334976.000000, 0.340329, 0.000007
404,1, 151947, 2936812800.000000, 0.340505, 0.000007
405,1, 2, 364258048.000000, 2.745307, 0.500000
406,1, 11, 304380160.000000, 3.285365, 0.090909
407,1, 280062, 2525229056.000000, 0.396004, 0.000004
408,1, 119129, 2516741888.000000, 0.397339, 0.000008
409,1, 2, 203504896.000000, 4.913887, 0.500000
410,1, 206783, 3471602176.000000, 0.288051, 0.000005
411,1, 3, 838881024.000000, 1.192064, 0.333333
412,1, 1, 827572224.000000, 1.208354, 1.000000
413,1, 4, 345693952.000000, 2.892732, 0.250000
414,1, 267530, 2624596992.000000, 0.381011, 0.000004
415,1, 351231, 3769018880.000000, 0.265321, 0.000003
416,1, 4, 350878976.000000, 2.849986, 0.250000
417,1, 2, 106863104.000000, 9.357767, 0.500000
418,1, 180901, 3135037952.000000, 0.318975, 0.000006
419,1, 2, 328150016.000000, 3.047387, 0.500000
420,1, 1, 172268032.000000, 5.804908, 1.000000
421,1, 2, 300260096.000000, 3.330446, 0.500000
422,1, 1, 720652032.000000, 1.387632, 1.000000
423,1, 105627, 2219014144.000000, 0.450651, 0.000009
424,1, 1, 1158936064.000000, 0.862860, 1.000000
425,1, 547706, 5608189952.000000, 0.178311, 0.000002
426,1, 10528, 858100992.000000, 1.165364, 0.000095
427,1, 139467, 1605377024.000000, 0.622907, 0.000007
428,1, 91503, 1690072832.000000, 0.591690, 0.000011
429,1, 2, 106040064.000000, 9.430398, 0.500000
430,1, 540331, 6460215040.000000, 0.154794, 0.000002
431,1, 1, 368307968.000000, 2.715119, 1.000000
432,1, 1, 543788800.000000, 1.838949, 1.000000
433,1, 716517, 6359661056.000000, 0.157241, 0.000001
434,1, 1, 118114048.000000, 8.466393, 1.000000
435,1, 355097, 3482107904.000000, 0.287182, 0.000003
436,1, 134947, 1776869888.000000, 0.562787, 0.000007
437,1, 37573, 756257024.000000, 1.322302, 0.000027
438,1, 1, 189041152.000000, 5.289854, 1.000000
439,1, 472498, 5832037120.000000, 0.171467, 0.000002
440,1, 45985, 1348521984.000000, 0.741553, 0.000022
441,1, 41503, 804338944.000000, 1.243257, 0.000024
442,1, 1038852, 10362507008.000000, 0.096502, 0.000001
443,1, 452369, 5765564928.000000, 0.173444, 0.000002
444,1, 1, 583852032.000000, 1.712763, 1.000000
445,1, 516667, 5670572032.000000, 0.176349, 0.000002
446,1, 1, 636218112.000000, 1.571788, 1.000000
447,1, 696377, 6561111040.000000, 0.152413, 0.000001
448,1, 516689, 5522450944.000000, 0.181079, 0.000002
449,1, 429122, 3974445056.000000, 0.251607, 0.000002
450,1, 429120, 3968739072.000000, 0.251969, 0.000002
451,1, 307867, 4048250112.000000, 0.247020, 0.000003
452,1, 542562, 6431823104.000000, 0.155477, 0.000002
453,1, 367329, 3917291008.000000, 0.255278, 0.000003
454,1, 503956, 3462868992.000000, 0.288778, 0.000002
455,1, 1, 167341824.000000, 5.975792, 1.000000
456,1, 367327, 3758464000.000000, 0.266066, 0.000003
457,1, 155, 451100160.000000, 2.216803, 0.006452
458,1, 1, 352385024.000000, 2.837805, 1.000000
459,1, 220694, 2282483968.000000, 0.438119, 0.000005
460,1, 86115, 1093196032.000000, 0.914749, 0.000012
461,1, 2, 182931968.000000, 5.466513, 0.500000
462,1, 369803, 3882900992.000000, 0.257539, 0.000003
463,1, 223650, 2625028096.000000, 0.380948, 0.000004
464,1, 1, 243648000.000000, 4.104282, 1.000000
465,1, 2, 349157888.000000, 2.864034, 0.500000
466,1, 308933, 3566707200.000000, 0.280371, 0.000003
467,1, 452478, 4992753920.000000, 0.200290, 0.000002
468,1, 335333, 2316742912.000000, 0.431640, 0.000003
469,1, 2, 447319040.000000, 2.235541, 0.500000
470,1, 620489, 5752577024.000000, 0.173835, 0.000002
471,1, 1, 509590016.000000, 1.962362, 1.000000
472,1, 335335, 2303145984.000000, 0.434189, 0.000003
473,1, 364983, 3907112960.000000, 0.255943, 0.000003
474,1, 403782, 5043211008.000000, 0.198286, 0.000002
475,1, 250728, 2702281984.000000, 0.370058, 0.000004
476,1, 364981, 3852442112.000000, 0.259576, 0.000003
477,1, 127051, 1810340864.000000, 0.552382, 0.000008
478,1, 2, 310832128.000000, 3.217171, 0.500000
479,1, 1033289, 9783160064.000000, 0.102216, 0.000001
480,1, 403781, 4794381056.000000, 0.208577, 0.000002
481,1, 193327, 2081075968.000000, 0.480521, 0.000005
482,1, 335337, 2043528960.000000, 0.489350, 0.000003
483,1, 258503, 2968451072.000000, 0.336876, 0.000004
484,1, 2, 545158144.000000, 1.834330, 0.500000
485,1, 2, 411298048.000000, 2.431327, 0.500000
486,1, 229163, 2279895040.000000, 0.438617, 0.000004
487,1, 977031, 7087307008.000000, 0.141097, 0.000001
488,1, 142231, 2063890944.000000, 0.484522, 0.000007
489,1, 977001, 6967728896.000000, 0.143519, 0.000001
490,1, 1, 818873088.000000, 1.221190, 1.000000
491,1, 383463, 3286221056.000000, 0.304301, 0.000003
492,1, 136797, 2251923968.000000, 0.444065, 0.000007
493,1, 382646, 3972696064.000000, 0.251718, 0.000003
