Vehicle, Moves, Counter, Time, Velocity, CVelocity
0,1, 1, 674807040.000000, 1.481905, 1.000000
1,1, 31674, 1426519808.000000, 0.701007, 0.000032
2,1, 23755, 1609806848.000000, 0.621193, 0.000042
3,1, 207826, 4547046912.000000, 0.219923, 0.000005
4,1, 1, 951252992.000000, 1.051245, 1.000000
5,1, 31762, 1500770048.000000, 0.666325, 0.000031
6,1, 1, 382292992.000000, 2.615795, 1.000000
7,1, 1, 123243008.000000, 8.114051, 1.000000
8,1, 1, 397906944.000000, 2.513150, 1.000000
9,1, 1, 232308992.000000, 4.304612, 1.000000
10,1, 1, 463858176.000000, 2.155831, 1.000000
11,1, 20546, 1036293888.000000, 0.964977, 0.000049
12,1, 23756, 1196416000.000000, 0.835830, 0.000042
13,1, 166699, 3756088064.000000, 0.266234, 0.000006
14,1, 243307, 4529846016.000000, 0.220758, 0.000004
15,1, 482257, 7849105920.000000, 0.127403, 0.000002
16,1, 19525, 1170955008.000000, 0.854004, 0.000051
17,1, 31509, 667587072.000000, 1.497932, 0.000032
18,1, 15966, 933389056.000000, 1.071365, 0.000063
19,1, 1, 541513984.000000, 1.846674, 1.000000
20,1, 1, 358641920.000000, 2.788296, 1.000000
21,1, 488931, 9628321024.000000, 0.103860, 0.000002
22,1, 270493, 4202356992.000000, 0.237962, 0.000004
23,1, 3, 383771136.000000, 2.605720, 0.333333
24,1, 1, 284268032.000000, 3.517807, 1.000000
25,1, 1, 394449152.000000, 2.535181, 1.000000
26,1, 2, 268536064.000000, 3.723895, 0.500000
27,1, 527281, 4061008128.000000, 0.246244, 0.000002
28,1, 527282, 4060766976.000000, 0.246259, 0.000002
29,1, 157453, 3485028096.000000, 0.286942, 0.000006
30,1, 53945, 2193667840.000000, 0.455858, 0.000019
31,1, 404809, 4001515008.000000, 0.249905, 0.000002
32,1, 1, 931068928.000000, 1.074034, 1.000000
33,1, 358922, 4135756032.000000, 0.241794, 0.000003
34,1, 1, 327887872.000000, 3.049823, 1.000000
35,1, 1008215, 13185907200.000000, 0.075839, 0.000001
36,1, 189491, 3173125888.000000, 0.315147, 0.000005
37,1, 453145, 5474461952.000000, 0.182666, 0.000002
38,1, 1, 267841024.000000, 3.733558, 1.000000
39,1, 336853, 6163166208.000000, 0.162254, 0.000003
40,1, 336852, 5962968064.000000, 0.167702, 0.000003
41,1, 178487, 2934813952.000000, 0.340737, 0.000006
42,1, 53145, 1875813888.000000, 0.533102, 0.000019
43,1, 430421, 7726522112.000000, 0.129424, 0.000002
44,1, 1, 609232128.000000, 1.641410, 1.000000
45,1, 157293, 2122035968.000000, 0.471246, 0.000006
46,1, 256697, 5061888000.000000, 0.197555, 0.000004
47,1, 1, 278475008.000000, 3.590987, 1.000000
48,1, 139844, 3052648192.000000, 0.327584, 0.000007
49,1, 439957, 6770147072.000000, 0.147707, 0.000002
50,1, 256876, 3825277952.000000, 0.261419, 0.000004
51,1, 1, 413797888.000000, 2.416639, 1.000000
52,1, 2, 398269952.000000, 2.510860, 0.500000
53,1, 309590, 6506336000.000000, 0.153696, 0.000003
54,1, 1, 261190912.000000, 3.828617, 1.000000
55,1, 16911, 689376000.000000, 1.450587, 0.000059
56,1, 1, 118712064.000000, 8.423744, 1.000000
57,1, 14405, 795632896.000000, 1.256861, 0.000069
58,1, 1, 141401856.000000, 7.072043, 1.000000
59,1, 271698, 6032147200.000000, 0.165778, 0.000004
60,1, 15374, 663343104.000000, 1.507515, 0.000065
61,1, 310953, 4378857216.000000, 0.228370, 0.000003
62,1, 15373, 649934080.000000, 1.538618, 0.000065
63,1, 36569, 478832128.000000, 2.088415, 0.000027
64,1, 143589, 3828428032.000000, 0.261204, 0.000007
