Vehicle, Moves, Counter, Time, Velocity, CVelocity
186,1, 82117, 1830488064.000000, 0.546302, 0.000012
187,3, 964599, 23072875008.000000, 0.130023, 0.000003
188,3, 335286, 10573697024.000000, 0.283723, 0.000009
189,1, 2, 428279808.000000, 2.334922, 0.500000
190,4, 396339, 8156616960.000000, 0.490399, 0.000010
191,2, 992177, 19644353024.000000, 0.101810, 0.000002
192,1, 357892, 9411600128.000000, 0.106252, 0.000003
193,2, 295436, 7959257856.000000, 0.251280, 0.000007
194,6, 748602, 14888444160.000000, 0.402997, 0.000008
195,3, 467826, 14199407104.000000, 0.211276, 0.000006
196,1, 328593, 7715622144.000000, 0.129607, 0.000003
197,2, 841197, 20596035072.000000, 0.097106, 0.000002
198,2, 1763258, 28222310912.000000, 0.070866, 0.000001
199,2, 3, 324023808.000000, 6.172386, 0.666667
200,3, 670413, 15045890816.000000, 0.199390, 0.000004
201,2, 383275, 7636905984.000000, 0.261886, 0.000005
202,2, 2419082, 32042921984.000000, 0.062416, 0.000001
203,1, 91848, 2686962176.000000, 0.372168, 0.000011
204,1, 91847, 2685221120.000000, 0.372409, 0.000011
205,1, 25510, 1000677888.000000, 0.999323, 0.000039
206,3, 467608, 9607561984.000000, 0.312254, 0.000006
207,1, 1, 229171968.000000, 4.363535, 1.000000
208,1, 350787, 9173136128.000000, 0.109014, 0.000003
209,3, 77025, 2530977024.000000, 1.185313, 0.000039
210,2, 284943, 7652271104.000000, 0.261360, 0.000007
211,2, 287829, 9052353024.000000, 0.220937, 0.000007
212,5, 729857, 14558537984.000000, 0.343441, 0.000007
213,1, 227400, 4412484864.000000, 0.226630, 0.000004
214,1, 1, 154035968.000000, 6.491990, 1.000000
215,1, 473066, 13887003904.000000, 0.072010, 0.000002
216,4, 529288, 13942885888.000000, 0.286885, 0.000008
217,1, 404214, 9093039104.000000, 0.109974, 0.000002
218,1, 1588030, 24872934144.000000, 0.040204, 0.000001
219,3, 1284574, 24344773120.000000, 0.123230, 0.000002
220,4, 530780, 9608419072.000000, 0.416302, 0.000008
221,4, 614596, 10311614976.000000, 0.387912, 0.000007
222,3, 1038121, 18754300160.000000, 0.159963, 0.000003
223,3, 1433723, 29473621760.000000, 0.101786, 0.000002
224,5, 839325, 14529202944.000000, 0.344135, 0.000006
225,5, 887841, 15907782912.000000, 0.314312, 0.000006
226,3, 66705, 2463353856.000000, 1.217852, 0.000045
227,1, 16047, 772952064.000000, 1.293741, 0.000062
228,3, 359719, 10177298176.000000, 0.294774, 0.000008
229,3, 450832, 13417131008.000000, 0.223595, 0.000007
230,2, 73711, 2212493056.000000, 0.903958, 0.000027
231,6, 691418, 15603026176.000000, 0.384541, 0.000009
232,3, 319640, 9745760000.000000, 0.307826, 0.000009
233,2, 254708, 6886841088.000000, 0.290409, 0.000008
234,5, 1068426, 22660239872.000000, 0.220651, 0.000005
235,2, 796650, 19535514112.000000, 0.102378, 0.000003
236,2, 245349, 6643835904.000000, 0.301031, 0.000008
237,6, 171589, 5033176832.000000, 1.192090, 0.000035
238,3, 2386490, 31057010176.000000, 0.096597, 0.000001
239,2, 796650, 19373782016.000000, 0.103232, 0.000003
240,2, 245349, 6482391040.000000, 0.308528, 0.000008
241,4, 523776, 12962258176.000000, 0.308588, 0.000008
242,3, 1257968, 23435223040.000000, 0.128012, 0.000002
243,3, 1257970, 23432686080.000000, 0.128026, 0.000002
244,3, 41710, 1571492864.000000, 1.909013, 0.000072
245,2, 245001, 6681186816.000000, 0.299348, 0.000008
246,2, 2, 232151040.000000, 8.615081, 1.000000
247,1, 1, 105554944.000000, 9.473739, 1.000000
248,3, 41711, 1544331008.000000, 1.942589, 0.000072
249,1, 1, 221144064.000000, 4.521939, 1.000000
250,3, 700213, 12963834112.000000, 0.231413, 0.000004
251,2, 575064, 10396334080.000000, 0.192376, 0.000003
252,6, 366345, 9175873024.000000, 0.653889, 0.000016
253,1, 1, 182732032.000000, 5.472494, 1.000000
254,3, 1346869, 23756346880.000000, 0.126282, 0.000002
255,4, 161997, 4671326976.000000, 0.856288, 0.000025
256,4, 1571475, 30228925952.000000, 0.132324, 0.000003
257,2, 1061572, 24410338048.000000, 0.081932, 0.000002
258,4, 151136, 4503856896.000000, 0.888128, 0.000026
259,2, 225006, 6186071040.000000, 0.323307, 0.000009
260,2, 1061572, 24388118016.000000, 0.082007, 0.000002
261,3, 552631, 11508432896.000000, 0.260678, 0.000005
262,3, 319786, 9021328896.000000, 0.332545, 0.000009
263,3, 327381, 8438374144.000000, 0.355519, 0.000009
264,2, 219392, 5983027200.000000, 0.334279, 0.000009
265,2, 219392, 5981297920.000000, 0.334376, 0.000009
266,1, 280785, 7607665920.000000, 0.131446, 0.000004
267,3, 283200, 9011373824.000000, 0.332913, 0.000011
268,2, 2, 537490944.000000, 3.720993, 1.000000
269,1, 16491, 975738112.000000, 1.024865, 0.000061
270,3, 689013, 13070586112.000000, 0.229523, 0.000004
271,2, 331129, 8030988032.000000, 0.249035, 0.000006
272,2, 419165, 12651345920.000000, 0.158086, 0.000005
273,3, 205432, 5915791104.000000, 0.507117, 0.000015
274,1, 16491, 964708096.000000, 1.036583, 0.000061
275,1, 437774, 8020726016.000000, 0.124677, 0.000002
276,2, 187719, 5866646016.000000, 0.340910, 0.000011
277,2, 2335962, 30019288832.000000, 0.066624, 0.000001
278,3, 357996, 12209478912.000000, 0.245711, 0.000008
279,3, 171, 1438128128.000000, 2.086045, 0.017544
280,2, 3, 789065984.000000, 2.534642, 0.666667
281,1, 1, 727147008.000000, 1.375238, 1.000000
282,2, 536904, 10848243968.000000, 0.184362, 0.000004
283,1, 2, 723863040.000000, 1.381477, 0.500000
284,2, 61368, 2621785088.000000, 0.762839, 0.000033
285,3, 49054, 2507136000.000000, 1.196584, 0.000061
286,1, 457576, 8387849984.000000, 0.119220, 0.000002
287,2, 186227, 5498608896.000000, 0.363728, 0.000011
288,2, 188223, 5557879808.000000, 0.359849, 0.000011
289,3, 571944, 11557645824.000000, 0.259568, 0.000005
290,2, 527515, 12523388928.000000, 0.159701, 0.000004
291,1, 199404, 3935353856.000000, 0.254107, 0.000005
292,2, 220273, 7163250944.000000, 0.279203, 0.000009
293,1, 118786, 2045201920.000000, 0.488949, 0.000008
294,3, 1362896, 27141268992.000000, 0.110533, 0.000002
295,3, 93371, 2084596992.000000, 1.439127, 0.000032
296,2, 5, 548401920.000000, 3.646960, 0.400000
297,4, 1351793, 27136062976.000000, 0.147405, 0.000003
298,3, 250244, 8118080000.000000, 0.369546, 0.000012
299,4, 763596, 16801681920.000000, 0.238071, 0.000005
300,1, 407783, 8699389184.000000, 0.114951, 0.000002
301,1, 300341, 6728235008.000000, 0.148627, 0.000003
302,2, 527515, 12484384000.000000, 0.160200, 0.000004
303,3, 93372, 2071153920.000000, 1.448468, 0.000032
304,3, 158968, 4254419200.000000, 0.705149, 0.000019
305,3, 444688, 11502793984.000000, 0.260806, 0.000007
306,2, 2, 250383104.000000, 7.987759, 1.000000
307,3, 655849, 12166439936.000000, 0.246580, 0.000005
308,4, 1623827, 27238541824.000000, 0.146851, 0.000002
309,3, 655850, 12163247104.000000, 0.246645, 0.000005
310,3, 655851, 12161488128.000000, 0.246680, 0.000005
311,1, 207193, 6640087040.000000, 0.150600, 0.000005
312,2, 4, 511320832.000000, 3.911439, 0.500000
313,3, 186321, 5221393920.000000, 0.574559, 0.000016
314,4, 126212, 3540303872.000000, 1.129847, 0.000032
315,3, 250242, 8078877952.000000, 0.371339, 0.000012
316,2, 2, 427593984.000000, 4.677334, 1.000000
317,4, 1166505, 18429126144.000000, 0.217048, 0.000003
318,1, 122639, 2016147968.000000, 0.495995, 0.000008
319,2, 386655, 10163134976.000000, 0.196790, 0.000005
320,1, 284268, 6655497984.000000, 0.150252, 0.000004
321,3, 534849, 11936197888.000000, 0.251336, 0.000006
322,2, 471882, 9680546816.000000, 0.206600, 0.000004
323,2, 1654088, 25085987072.000000, 0.079726, 0.000001
324,5, 670115, 13013211904.000000, 0.384225, 0.000007
325,2, 160595, 4594566144.000000, 0.435297, 0.000012
326,1, 39227, 1228073984.000000, 0.814283, 0.000025
327,3, 1332406, 26330183936.000000, 0.113938, 0.000002
328,1, 363268, 10702513152.000000, 0.093436, 0.000003
329,1, 443401, 9789978880.000000, 0.102145, 0.000002
330,2, 260249, 6436905984.000000, 0.310708, 0.000008
331,3, 596673, 11374187008.000000, 0.263755, 0.000005
332,2, 1550156, 21160240128.000000, 0.094517, 0.000001
333,4, 752579, 15972082944.000000, 0.250437, 0.000005
334,2, 279860, 7813577984.000000, 0.255965, 0.000007
335,2, 149187, 4188222208.000000, 0.477530, 0.000013
336,2, 2, 204144896.000000, 9.796963, 1.000000
337,2, 144338, 4363588096.000000, 0.458338, 0.000014
338,5, 1494486, 28118283008.000000, 0.177820, 0.000003
339,3, 954401, 15080942848.000000, 0.198927, 0.000003
340,4, 1492421, 27875113984.000000, 0.143497, 0.000003
341,6, 1142613, 22520611840.000000, 0.266423, 0.000005
342,2, 1622410, 24206886912.000000, 0.082621, 0.000001
343,4, 1087260, 17041935104.000000, 0.234715, 0.000004
344,2, 254222, 7205495040.000000, 0.277566, 0.000008
345,3, 1333702, 20966274048.000000, 0.143087, 0.000002
346,3, 586872, 10737964032.000000, 0.279383, 0.000005
347,1, 145904, 5216206080.000000, 0.191710, 0.000007
348,3, 1315642, 25675885056.000000, 0.116841, 0.000002
349,2, 117244, 3624856064.000000, 0.551746, 0.000017
350,2, 125268, 3570150144.000000, 0.560201, 0.000016
351,5, 2048583, 27173366016.000000, 0.184004, 0.000002
352,5, 563445, 12394769920.000000, 0.403396, 0.000009
353,2, 579296, 11020551936.000000, 0.181479, 0.000003
354,4, 599451, 11216644096.000000, 0.356613, 0.000007
355,6, 1260720, 18370721024.000000, 0.326607, 0.000005
356,3, 289790, 6261868032.000000, 0.479090, 0.000010
357,1, 3751, 317012224.000000, 3.154452, 0.000267
358,1, 229076, 4624576000.000000, 0.216236, 0.000004
359,1, 1435103, 20785800960.000000, 0.048110, 0.000001
360,2, 61458, 1691682048.000000, 1.182255, 0.000033
361,6, 611367, 11964325888.000000, 0.501491, 0.000010
362,1, 66975, 1842140160.000000, 0.542847, 0.000015
363,3, 507820, 10901011968.000000, 0.275204, 0.000006
364,1, 1, 145135872.000000, 6.890095, 1.000000
365,3, 1310129, 25201104128.000000, 0.119042, 0.000002
366,2, 90303, 2061784832.000000, 0.970033, 0.000022
367,2, 2, 360236800.000000, 5.551904, 1.000000
368,1, 63039, 1802428160.000000, 0.554807, 0.000016
369,4, 714245, 14854991104.000000, 0.269270, 0.000006
370,1, 229046, 4395976960.000000, 0.227481, 0.000004
371,2, 570583, 10539799808.000000, 0.189757, 0.000004
372,1, 340996, 9561211904.000000, 0.104589, 0.000003
373,5, 147930, 5268775936.000000, 0.948987, 0.000034
374,4, 714243, 14845760000.000000, 0.269437, 0.000006
375,2, 304880, 6678583808.000000, 0.299465, 0.000007
376,1, 268866, 5162618112.000000, 0.193700, 0.000004
377,3, 892572, 14811749120.000000, 0.202542, 0.000003
378,3, 252640, 6125124864.000000, 0.489786, 0.000012
379,6, 164911, 5743352064.000000, 1.044686, 0.000036
380,5, 511420, 11603623936.000000, 0.430900, 0.000010
381,1, 52824, 1490896896.000000, 0.670737, 0.000019
382,1, 148112, 4451610112.000000, 0.224638, 0.000007
383,2, 1032548, 16180515072.000000, 0.123605, 0.000002
384,3, 1203265, 24349392896.000000, 0.123206, 0.000002
385,3, 1271049, 24534947072.000000, 0.122275, 0.000002
386,2, 1069527, 14841608192.000000, 0.134756, 0.000002
387,2, 488537, 9880182016.000000, 0.202425, 0.000004
388,5, 490475, 11230598144.000000, 0.445212, 0.000010
389,2, 2, 774758912.000000, 2.581448, 1.000000
390,2, 448568, 9553211136.000000, 0.209354, 0.000004
391,1, 1, 546834944.000000, 1.828705, 1.000000
392,1, 152654, 3802587904.000000, 0.262979, 0.000007
393,1, 102929, 3770103040.000000, 0.265245, 0.000010
394,3, 532700, 9247867904.000000, 0.324399, 0.000006
395,1, 212319, 4197568000.000000, 0.238233, 0.000005
396,1, 1379745, 19568678144.000000, 0.051102, 0.000001
397,3, 1327811, 19459761152.000000, 0.154164, 0.000002
398,3, 293536, 5404806144.000000, 0.555062, 0.000010
399,3, 152536, 5155677184.000000, 0.581883, 0.000020
400,2, 212320, 4317638912.000000, 0.463216, 0.000009
401,2, 165732, 4177171968.000000, 0.478793, 0.000012
402,5, 155172, 4255632896.000000, 1.174913, 0.000032
403,3, 4, 1004478976.000000, 2.986623, 0.750000
404,3, 1506423, 22663166976.000000, 0.132373, 0.000002
405,1, 147001, 3362466048.000000, 0.297401, 0.000007
406,4, 510478, 10865021952.000000, 0.368154, 0.000008
407,1, 220745, 4971810048.000000, 0.201134, 0.000005
408,2, 3, 574502912.000000, 3.481270, 0.666667
409,3, 2021161, 24810145792.000000, 0.120918, 0.000001
410,2, 937927, 20231752960.000000, 0.098855, 0.000002
411,1, 1, 213867008.000000, 4.675803, 1.000000
412,2, 1554863, 22381315072.000000, 0.089360, 0.000001
413,2, 3272, 901101056.000000, 2.219507, 0.000611
414,1, 3272, 482497024.000000, 2.072552, 0.000306
415,1, 92344, 3393833984.000000, 0.294652, 0.000011
416,2, 428479, 9210780928.000000, 0.217137, 0.000005
417,3, 1032551, 15574356992.000000, 0.192624, 0.000003
418,2, 488538, 9207470080.000000, 0.217215, 0.000004
419,3, 282731, 5060875008.000000, 0.592783, 0.000011
420,3, 424207, 9175170048.000000, 0.326969, 0.000007
421,1, 128296, 3178902016.000000, 0.314574, 0.000008
422,2, 319560, 7170067200.000000, 0.278937, 0.000006
423,4, 853721, 13186899968.000000, 0.303331, 0.000005
424,2, 50807, 1646800128.000000, 1.214476, 0.000039
425,2, 2210787, 25746778880.000000, 0.077680, 0.000001
426,1, 144608, 3291550976.000000, 0.303808, 0.000007
427,1, 1, 109268992.000000, 9.151727, 1.000000
428,3, 520417, 8746550016.000000, 0.342992, 0.000006
429,3, 1024287, 15397410048.000000, 0.194838, 0.000003
430,2, 416219, 9030277120.000000, 0.221477, 0.000005
431,6, 447156, 10394932992.000000, 0.577204, 0.000013
432,3, 122310, 4563627008.000000, 0.657372, 0.000025
433,2, 199867, 3720172032.000000, 0.537610, 0.000010
434,4, 480462, 9190689024.000000, 0.435223, 0.000008
435,1, 1019145, 16630165760.000000, 0.060132, 0.000001
436,1, 127087, 2704070912.000000, 0.369813, 0.000008
437,1, 517459, 8537281024.000000, 0.117133, 0.000002
438,2, 190373, 3701807104.000000, 0.540277, 0.000011
439,2, 197380, 4937042176.000000, 0.405101, 0.000010
440,2, 83956, 2702021888.000000, 0.740186, 0.000024
441,2, 1018916, 15027133952.000000, 0.133093, 0.000002
442,3, 424209, 9147843840.000000, 0.327946, 0.000007
443,3, 166790, 4285993984.000000, 0.699954, 0.000018
444,3, 472080, 7880549888.000000, 0.380684, 0.000006
445,3, 1151111, 16437387008.000000, 0.182511, 0.000003
446,1, 43563, 1221108992.000000, 0.818928, 0.000023
447,1, 90510, 2838658048.000000, 0.352279, 0.000011
448,1, 510414, 8305687808.000000, 0.120399, 0.000002
449,2, 3, 568215040.000000, 3.519794, 0.666667
450,1, 1009460, 16363721984.000000, 0.061111, 0.000001
451,1, 510417, 8271440896.000000, 0.120898, 0.000002
452,2, 1037517, 13529008128.000000, 0.147830, 0.000002
453,1, 196091, 4045665024.000000, 0.247178, 0.000005
454,3, 166788, 4044599040.000000, 0.741730, 0.000018
455,4, 467292, 8688771840.000000, 0.460364, 0.000009
456,2, 484033, 6196817920.000000, 0.322746, 0.000004
457,2, 1385662, 21599702784.000000, 0.092594, 0.000001
458,3, 1501808, 23322128896.000000, 0.128633, 0.000002
459,5, 1202733, 20002158848.000000, 0.249973, 0.000004
460,6, 111907, 4022068992.000000, 1.491770, 0.000054
461,5, 431880, 9911138048.000000, 0.504483, 0.000012
462,1, 1362427, 18516631040.000000, 0.054006, 0.000001
463,6, 431775, 9858309888.000000, 0.608624, 0.000014
464,2, 266892, 7437665024.000000, 0.268902, 0.000007
465,5, 424506, 9782487040.000000, 0.511117, 0.000012
466,1, 180291, 3772979968.000000, 0.265042, 0.000006
467,1, 1, 170511104.000000, 5.864721, 1.000000
468,2, 180293, 3860297984.000000, 0.518095, 0.000011
469,4, 1677270, 25071782144.000000, 0.159542, 0.000002
470,2, 1135112, 16279443200.000000, 0.122854, 0.000002
471,3, 998306, 14615571200.000000, 0.205261, 0.000003
472,1, 180298, 3726409984.000000, 0.268355, 0.000006
473,5, 424302, 9615755776.000000, 0.519980, 0.000012
474,2, 14269, 748724992.000000, 2.671208, 0.000140
475,1, 449390, 5395833856.000000, 0.185328, 0.000002
476,1, 490045, 7840982016.000000, 0.127535, 0.000002
477,3, 756863, 11600534016.000000, 0.258609, 0.000004
478,2, 1519480, 21270404096.000000, 0.094027, 0.000001
479,5, 855745, 16669806080.000000, 0.299944, 0.000006
480,3, 106959, 3740155136.000000, 0.802106, 0.000028
